Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_bomb.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.event_tester.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_core.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_charge.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_ct.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.structure_anchor.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Niter Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beryllium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tar Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lignite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Australian Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Weidite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reiite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brightblende Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dellite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dollar Green Mineral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coltan Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Coltan Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oily Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burning Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smoldering Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Plutonium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Phosphorus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Schrabidium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Titanium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Aluminium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Schrabidium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gas Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Zirconium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Borax Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Iron Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Titanium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Tungsten Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alexandrite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Neodymium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur-Rich Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorite-Rich Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gem-Rich Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Trixite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Geothermal Vent
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfurous Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chrysotile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hematite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Malachite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.stone_biome.desert.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.stone_biome.woodland.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porous Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphitic Schist
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Schist
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - DNT-Reinforced Depth Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium-233
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium-235
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium-238
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Neptunium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Polonium-210
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of MOX Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium-238
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium-239
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium-240
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Reactor Grade Plutonium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Thorium-232
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Thorium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Titanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sulfur
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Niter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Block of Niter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Red Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Advanced Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tungsten
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fluorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Beryllium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Technetium Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cadmium Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bismuth
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cadmium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coltan
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tantalium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Niobium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lithium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Zirconium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of White Phosphorus
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Red Phosphorus
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Yellowcake
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Scrap
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Electrical Scrap
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fallout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Foam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Graphite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lignite Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Petroleum Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Drilled Graphite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pile Control Rod
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pile Lithium Fuel (Bred)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Boron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roll of Insulation
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roll of Fiberglass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Trinitite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nuclear Waste
appliedenergistics2:item.ItemFacade:0, Cable Facade - Painted Block of Nuclear Waste
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vitrified Block of Nuclear Waste
appliedenergistics2:item.ItemFacade:0, Cable Facade - Corium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Schraranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Schrabidium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ferric Schrabidate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solinium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Schrabidium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Euphemium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schrabidium Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Euphemium-Etched Schrabidium Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Dineutronium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Magnetized Tungsten
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of CMB Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Block of Desh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Block of High-Speed Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Block of Starmetal§r
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Polymer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bakelite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Rubber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Australium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Weidanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Reiium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Unobtainium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Daffergon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Verticium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lanthanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Radium-226
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Actinium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tritium Cells
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Semtex
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of C-4
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of S'more
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Slag
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nuka Cola Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nuka Cola Quantum Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of S~Cola RAD Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of S~Cola Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Korl Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fritz Cola Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sunset Sarsaparilla Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sunset Sarsaparilla Star Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Copper Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beryllium Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hazmat Cloth Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - RBMK Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth RBMK Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Asphalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Glowstone
